elapsed_time,player_pos_x,player_pos_y,player_pos_z
0.0,2096.0,304.0,-1720.0
0.001,2096.0,304.0,-1720.0
0.02,2085.0,320.0,-1734.0
0.046,2085.0,320.0,-1734.0
0.048,2085.0,320.0,-1734.0
0.054,2085.0,320.0,-1734.0
0.091,2085.0,320.0,-1734.0
0.092,2085.0,320.0,-1734.0
0.129,2085.0,320.0,-1734.0
0.132,2095.0,320.0,-1729.0
0.181,2095.0,320.0,-1729.0
0.207,2126.0,424.0,-786.0
0.226,2126.0,424.0,-786.0
0.228,2126.0,424.0,-786.0
0.242,2126.0,424.0,-786.0
0.271,2126.0,424.0,-786.0
0.272,2126.0,424.0,-786.0
0.315,2126.0,424.0,-786.0
0.316,2126.0,424.0,-786.0
0.318,2126.0,424.0,-786.0
0.321,2123.0,428.0,-1031.0
0.354,2123.0,428.0,-1031.0
0.361,2123.0,428.0,-1031.0
0.406,2123.0,428.0,-1031.0
0.429,2123.0,428.0,-1031.0
0.433,2240.0,676.0,-1335.0
0.451,2240.0,676.0,-1335.0
0.452,2240.0,676.0,-1335.0
0.496,2240.0,676.0,-1335.0
0.499,2240.0,676.0,-1335.0
0.508,2240.0,621.0,-1417.0
0.541,2240.0,621.0,-1417.0
0.585,2240.0,621.0,-1417.0
0.586,2240.0,621.0,-1417.0
0.62,2232.0,576.0,-1454.0
0.632,2232.0,576.0,-1454.0
0.633,2232.0,576.0,-1454.0
0.654,2232.0,576.0,-1454.0
0.676,2232.0,576.0,-1454.0
0.72,2232.0,576.0,-1454.0
0.721,2232.0,576.0,-1454.0
0.733,2225.0,563.0,-1452.0
0.766,2225.0,563.0,-1452.0
0.767,2225.0,563.0,-1452.0
0.768,2225.0,563.0,-1452.0
0.808,2200.0,565.0,-1463.0
0.811,2200.0,565.0,-1463.0
0.842,2200.0,565.0,-1463.0
0.855,2200.0,565.0,-1463.0
0.856,2200.0,565.0,-1463.0
0.917,2200.0,565.0,-1463.0
0.918,2200.0,565.0,-1463.0
0.92,2140.0,579.0,-1474.0
0.946,2140.0,579.0,-1474.0
0.991,2140.0,579.0,-1474.0
0.992,2140.0,579.0,-1474.0
1.029,2140.0,579.0,-1474.0
1.033,2093.0,625.0,-1471.0
1.037,2093.0,625.0,-1471.0
1.038,2093.0,625.0,-1471.0
1.081,2093.0,625.0,-1471.0
1.108,2032.0,646.0,-1508.0
1.126,2032.0,646.0,-1508.0
1.127,2032.0,646.0,-1508.0
1.142,2032.0,646.0,-1508.0
1.17,2032.0,646.0,-1508.0
1.171,2032.0,646.0,-1508.0
1.172,2032.0,646.0,-1508.0
1.216,2032.0,646.0,-1508.0
1.217,2032.0,646.0,-1508.0
1.221,2036.0,678.0,-1428.0
1.254,2036.0,678.0,-1428.0
1.261,2036.0,678.0,-1428.0
1.262,2036.0,678.0,-1428.0
1.306,2036.0,678.0,-1428.0
1.307,2036.0,678.0,-1428.0
1.308,2036.0,678.0,-1428.0
1.329,2036.0,678.0,-1428.0
1.332,1998.0,742.0,-1446.0
1.351,1998.0,742.0,-1446.0
1.352,1998.0,742.0,-1446.0
1.396,1998.0,742.0,-1446.0
1.407,1969.0,759.0,-1426.0
1.441,1969.0,759.0,-1426.0
1.485,1969.0,759.0,-1426.0
1.486,1969.0,759.0,-1426.0
1.52,1915.0,795.0,-1466.0
1.531,1915.0,795.0,-1466.0
1.532,1915.0,795.0,-1466.0
1.533,1915.0,795.0,-1466.0
1.555,1915.0,795.0,-1466.0
1.576,1915.0,795.0,-1466.0
1.577,1915.0,795.0,-1466.0
1.578,1915.0,795.0,-1466.0
1.621,1915.0,795.0,-1466.0
1.633,1843.0,837.0,-1510.0
1.666,1843.0,837.0,-1510.0
1.667,1843.0,837.0,-1510.0
1.707,1806.0,911.0,-1565.0
1.711,1806.0,911.0,-1565.0
1.712,1806.0,911.0,-1565.0
1.756,1806.0,911.0,-1565.0
1.757,1806.0,911.0,-1565.0
1.8,1806.0,911.0,-1565.0
1.801,1806.0,911.0,-1565.0
1.802,1806.0,911.0,-1565.0
1.816,1806.0,911.0,-1565.0
1.82,1768.0,944.0,-1611.0
1.846,1768.0,944.0,-1611.0
1.847,1768.0,944.0,-1611.0
1.891,1768.0,944.0,-1611.0
1.93,1768.0,944.0,-1611.0
1.933,1772.0,1018.0,-1626.0
1.976,1772.0,1018.0,-1626.0
1.977,1772.0,1018.0,-1626.0
1.981,1772.0,1018.0,-1626.0
1.982,1772.0,1018.0,-1626.0
2.004,1772.0,1018.0,-1626.0
2.007,1743.0,989.0,-1610.0
2.026,1743.0,989.0,-1610.0
2.041,1743.0,989.0,-1610.0
2.071,1743.0,989.0,-1610.0
2.072,1743.0,989.0,-1610.0
2.115,1743.0,989.0,-1610.0
2.12,1742.0,1033.0,-1624.0
2.154,1742.0,1033.0,-1624.0
2.161,1742.0,1033.0,-1624.0
2.162,1742.0,1033.0,-1624.0
2.205,1742.0,1033.0,-1624.0
2.206,1742.0,1033.0,-1624.0
2.232,1757.0,1032.0,-1610.0
2.251,1757.0,1032.0,-1610.0
2.252,1757.0,1032.0,-1610.0
2.267,1757.0,1032.0,-1610.0
2.307,1736.0,1032.0,-1613.0
2.341,1736.0,1032.0,-1613.0
2.342,1736.0,1032.0,-1613.0
2.343,1736.0,1032.0,-1613.0
2.386,1736.0,1032.0,-1613.0
2.387,1736.0,1032.0,-1613.0
2.42,1732.0,1035.0,-1593.0
2.431,1732.0,1035.0,-1593.0
2.432,1732.0,1035.0,-1593.0
2.476,1732.0,1035.0,-1593.0
2.477,1732.0,1035.0,-1593.0
2.492,1732.0,1035.0,-1593.0
2.52,1732.0,1035.0,-1593.0
2.521,1732.0,1035.0,-1593.0
2.529,1732.0,1035.0,-1593.0
2.532,1717.0,1025.0,-1564.0
2.566,1717.0,1025.0,-1564.0
2.607,1713.0,1034.0,-1545.0
2.611,1713.0,1034.0,-1545.0
2.612,1713.0,1034.0,-1545.0
2.656,1713.0,1034.0,-1545.0
2.716,1713.0,1034.0,-1545.0
2.72,1721.0,1043.0,-1565.0
2.79,1721.0,1043.0,-1565.0
2.791,1721.0,1043.0,-1565.0
2.829,1721.0,1043.0,-1565.0
2.83,1721.0,1043.0,-1565.0
2.832,1747.0,1106.0,-1609.0
2.836,1747.0,1106.0,-1609.0
2.837,1747.0,1106.0,-1609.0
2.838,1747.0,1106.0,-1609.0
2.881,1747.0,1106.0,-1609.0
2.908,1774.0,1183.0,-1653.0
2.926,1774.0,1183.0,-1653.0
2.927,1774.0,1183.0,-1653.0
2.942,1774.0,1183.0,-1653.0
2.971,1774.0,1183.0,-1653.0
2.973,1774.0,1183.0,-1653.0
3.02,1787.0,1216.0,-1674.0
3.054,1787.0,1216.0,-1674.0
3.061,1787.0,1216.0,-1674.0
3.062,1787.0,1216.0,-1674.0
3.129,1787.0,1216.0,-1674.0
3.133,1813.0,1259.0,-1695.0
3.151,1813.0,1259.0,-1695.0
3.153,1813.0,1259.0,-1695.0
3.196,1813.0,1259.0,-1695.0
3.198,1813.0,1259.0,-1695.0
3.208,1825.0,1282.0,-1733.0
3.241,1825.0,1282.0,-1733.0
3.286,1825.0,1282.0,-1733.0
3.32,1833.0,1306.0,-1746.0
3.331,1833.0,1306.0,-1746.0
3.332,1833.0,1306.0,-1746.0
3.354,1833.0,1306.0,-1746.0
3.375,1833.0,1306.0,-1746.0
3.376,1833.0,1306.0,-1746.0
3.42,1833.0,1306.0,-1746.0
3.421,1833.0,1306.0,-1746.0
3.433,1835.0,1323.0,-1753.0
3.466,1835.0,1323.0,-1753.0
3.467,1835.0,1323.0,-1753.0
3.508,1861.0,1354.0,-1762.0
3.511,1861.0,1354.0,-1762.0
3.542,1861.0,1354.0,-1762.0
3.555,1861.0,1354.0,-1762.0
3.556,1861.0,1354.0,-1762.0
3.62,1827.0,1319.0,-1722.0
3.645,1827.0,1319.0,-1722.0
3.646,1827.0,1319.0,-1722.0
3.647,1827.0,1319.0,-1722.0
3.654,1827.0,1319.0,-1722.0
3.691,1827.0,1319.0,-1722.0
3.729,1827.0,1319.0,-1722.0
3.732,1817.0,1300.0,-1725.0
3.735,1817.0,1300.0,-1725.0
3.781,1817.0,1300.0,-1725.0
3.808,1787.0,1270.0,-1712.0
3.827,1787.0,1270.0,-1712.0
3.828,1787.0,1270.0,-1712.0
3.842,1787.0,1270.0,-1712.0
3.872,1787.0,1270.0,-1712.0
3.916,1787.0,1270.0,-1712.0
3.92,1774.0,1206.0,-1700.0
3.954,1774.0,1206.0,-1700.0
4.007,1774.0,1206.0,-1700.0
4.008,1774.0,1206.0,-1700.0
4.029,1774.0,1206.0,-1700.0
4.033,1765.0,1182.0,-1616.0
4.05,1765.0,1182.0,-1616.0
4.051,1765.0,1182.0,-1616.0
4.053,1765.0,1182.0,-1616.0
4.1,1765.0,1182.0,-1616.0
4.101,1765.0,1182.0,-1616.0
4.107,1799.0,1201.0,-1564.0
4.141,1799.0,1201.0,-1564.0
4.186,1799.0,1201.0,-1564.0
4.187,1799.0,1201.0,-1564.0
4.22,1793.0,1228.0,-1571.0
4.231,1793.0,1228.0,-1571.0
4.232,1793.0,1228.0,-1571.0
4.276,1793.0,1228.0,-1571.0
4.277,1793.0,1228.0,-1571.0
4.291,1793.0,1228.0,-1571.0
4.321,1793.0,1228.0,-1571.0
4.322,1793.0,1228.0,-1571.0
4.333,1778.0,1165.0,-1530.0
4.366,1778.0,1165.0,-1530.0
4.367,1778.0,1165.0,-1530.0
4.368,1778.0,1165.0,-1530.0
4.404,1778.0,1165.0,-1530.0
4.408,1776.0,1169.0,-1508.0
4.412,1776.0,1169.0,-1508.0
4.413,1776.0,1169.0,-1508.0
4.441,1776.0,1169.0,-1508.0
4.455,1776.0,1169.0,-1508.0
4.456,1776.0,1169.0,-1508.0
4.501,1776.0,1169.0,-1508.0
4.506,1776.0,1169.0,-1508.0
4.507,1776.0,1169.0,-1508.0
4.52,1774.0,1157.0,-1526.0
4.545,1774.0,1157.0,-1526.0
4.546,1774.0,1157.0,-1526.0
4.548,1774.0,1157.0,-1526.0
4.554,1774.0,1157.0,-1526.0
4.591,1774.0,1157.0,-1526.0
4.629,1774.0,1157.0,-1526.0
4.633,1776.0,1163.0,-1524.0
4.636,1776.0,1163.0,-1524.0
4.68,1776.0,1163.0,-1524.0
4.681,1776.0,1163.0,-1524.0
4.708,1759.0,1123.0,-1481.0
4.726,1759.0,1123.0,-1481.0
4.727,1759.0,1123.0,-1481.0
4.727,1759.0,1123.0,-1481.0
4.741,1759.0,1123.0,-1481.0
4.771,1759.0,1123.0,-1481.0
4.816,1759.0,1123.0,-1481.0
4.817,1759.0,1123.0,-1481.0
4.82,1758.0,1025.0,-1444.0
4.854,1758.0,1025.0,-1444.0
4.861,1758.0,1025.0,-1444.0
4.862,1758.0,1025.0,-1444.0
4.905,1758.0,1025.0,-1444.0
4.906,1758.0,1025.0,-1444.0
4.929,1758.0,1025.0,-1444.0
4.933,1735.0,1001.0,-1451.0
4.996,1735.0,1001.0,-1451.0
4.998,1735.0,1001.0,-1451.0
4.999,1735.0,1001.0,-1451.0
5.008,1724.0,968.0,-1456.0
5.042,1724.0,968.0,-1456.0
5.086,1724.0,968.0,-1456.0
5.087,1724.0,968.0,-1456.0
5.12,1751.0,942.0,-1430.0
5.146,1751.0,942.0,-1430.0
5.176,1751.0,942.0,-1430.0
5.191,1751.0,942.0,-1430.0
5.221,1751.0,942.0,-1430.0
5.222,1751.0,942.0,-1430.0
5.229,1751.0,942.0,-1430.0
5.233,1800.0,928.0,-1402.0
5.266,1800.0,928.0,-1402.0
5.308,1832.0,919.0,-1395.0
5.31,1832.0,919.0,-1395.0
5.311,1832.0,919.0,-1395.0
5.312,1832.0,919.0,-1395.0
5.342,1832.0,919.0,-1395.0
5.355,1832.0,919.0,-1395.0
5.356,1832.0,919.0,-1395.0
5.4,1832.0,919.0,-1395.0
5.401,1832.0,919.0,-1395.0
5.42,1888.0,836.0,-1407.0
5.446,1888.0,836.0,-1407.0
5.447,1888.0,836.0,-1407.0
5.491,1888.0,836.0,-1407.0
5.492,1888.0,836.0,-1407.0
5.529,1888.0,836.0,-1407.0
5.532,1937.0,854.0,-1393.0
5.541,1937.0,854.0,-1393.0
5.581,1937.0,854.0,-1393.0
5.582,1937.0,854.0,-1393.0
5.608,2001.0,882.0,-1354.0
5.626,2001.0,882.0,-1354.0
5.629,2001.0,882.0,-1354.0
5.641,2001.0,882.0,-1354.0
5.671,2001.0,882.0,-1354.0
5.715,2001.0,882.0,-1354.0
5.716,2001.0,882.0,-1354.0
5.717,2001.0,882.0,-1354.0
5.72,2023.0,903.0,-1346.0
5.754,2023.0,903.0,-1346.0
5.762,2023.0,903.0,-1346.0
5.763,2023.0,903.0,-1346.0
5.806,2023.0,903.0,-1346.0
5.833,2087.0,943.0,-1269.0
5.851,2087.0,943.0,-1269.0
5.867,2087.0,943.0,-1269.0
5.896,2087.0,943.0,-1269.0
5.908,2127.0,947.0,-1205.0
5.94,2127.0,947.0,-1205.0
5.941,2127.0,947.0,-1205.0
5.942,2127.0,947.0,-1205.0
5.985,2127.0,947.0,-1205.0
5.986,2127.0,947.0,-1205.0
6.02,2155.0,949.0,-1172.0
6.031,2155.0,949.0,-1172.0
6.033,2155.0,949.0,-1172.0
6.054,2155.0,949.0,-1172.0
6.076,2155.0,949.0,-1172.0
6.077,2155.0,949.0,-1172.0
6.12,2155.0,949.0,-1172.0
6.121,2155.0,949.0,-1172.0
6.129,2155.0,949.0,-1172.0
6.133,2157.0,927.0,-1190.0
6.193,2157.0,927.0,-1190.0
6.194,2157.0,927.0,-1190.0
6.208,2153.0,898.0,-1207.0
6.21,2153.0,898.0,-1207.0
6.211,2153.0,898.0,-1207.0
6.212,2153.0,898.0,-1207.0
6.241,2153.0,898.0,-1207.0
6.255,2153.0,898.0,-1207.0
6.256,2153.0,898.0,-1207.0
6.3,2153.0,898.0,-1207.0
6.301,2153.0,898.0,-1207.0
6.302,2153.0,898.0,-1207.0
6.321,2174.0,879.0,-1172.0
6.347,2174.0,879.0,-1172.0
6.354,2174.0,879.0,-1172.0
6.391,2174.0,879.0,-1172.0
6.393,2174.0,879.0,-1172.0
6.429,2174.0,879.0,-1172.0
6.433,2180.0,881.0,-1172.0
6.435,2180.0,881.0,-1172.0
6.436,2180.0,881.0,-1172.0
6.481,2180.0,881.0,-1172.0
6.508,2162.0,894.0,-1161.0
6.525,2162.0,894.0,-1161.0
6.527,2162.0,894.0,-1161.0
6.528,2162.0,894.0,-1161.0
6.541,2162.0,894.0,-1161.0
6.573,2162.0,894.0,-1161.0
6.574,2162.0,894.0,-1161.0
6.576,2162.0,894.0,-1161.0
6.615,2162.0,894.0,-1161.0
6.616,2162.0,894.0,-1161.0
6.621,2149.0,895.0,-1174.0
6.653,2149.0,895.0,-1174.0
6.661,2149.0,895.0,-1174.0
6.662,2149.0,895.0,-1174.0
6.729,2149.0,895.0,-1174.0
6.733,2131.0,891.0,-1174.0
6.751,2131.0,891.0,-1174.0
6.752,2131.0,891.0,-1174.0
6.796,2131.0,891.0,-1174.0
6.808,2138.0,880.0,-1153.0
6.841,2138.0,880.0,-1153.0
6.842,2138.0,880.0,-1153.0
6.886,2138.0,880.0,-1153.0
6.888,2138.0,880.0,-1153.0
6.92,2125.0,893.0,-1154.0
6.932,2125.0,893.0,-1154.0
6.936,2125.0,893.0,-1154.0
6.954,2125.0,893.0,-1154.0
6.976,2125.0,893.0,-1154.0
7.02,2125.0,893.0,-1154.0
7.021,2125.0,893.0,-1154.0
7.022,2125.0,893.0,-1154.0
7.029,2125.0,893.0,-1154.0
7.033,2123.0,880.0,-1137.0
7.065,2123.0,880.0,-1137.0
7.066,2123.0,880.0,-1137.0
7.067,2123.0,880.0,-1137.0
7.108,2114.0,874.0,-1163.0
7.111,2114.0,874.0,-1163.0
7.112,2114.0,874.0,-1163.0
7.142,2114.0,874.0,-1163.0
7.156,2114.0,874.0,-1163.0
7.22,2099.0,875.0,-1194.0
7.247,2099.0,875.0,-1194.0
7.254,2099.0,875.0,-1194.0
7.291,2099.0,875.0,-1194.0
7.292,2099.0,875.0,-1194.0
7.329,2099.0,875.0,-1194.0
7.333,2104.0,897.0,-1177.0
7.336,2104.0,897.0,-1177.0
7.337,2104.0,897.0,-1177.0
7.381,2104.0,897.0,-1177.0
7.381,2104.0,897.0,-1177.0
7.408,2086.0,892.0,-1166.0
7.426,2086.0,892.0,-1166.0
7.427,2086.0,892.0,-1166.0
7.441,2086.0,892.0,-1166.0
7.471,2086.0,892.0,-1166.0
7.472,2086.0,892.0,-1166.0
7.515,2086.0,892.0,-1166.0
7.516,2086.0,892.0,-1166.0
7.52,2087.0,896.0,-1107.0
7.554,2087.0,896.0,-1107.0
7.561,2087.0,896.0,-1107.0
7.562,2087.0,896.0,-1107.0
7.606,2087.0,896.0,-1107.0
7.607,2087.0,896.0,-1107.0
7.628,2087.0,896.0,-1107.0
7.632,2073.0,903.0,-1121.0
7.651,2073.0,903.0,-1121.0
7.695,2073.0,903.0,-1121.0
7.696,2073.0,903.0,-1121.0
7.707,2067.0,910.0,-1102.0
7.741,2067.0,910.0,-1102.0
7.742,2067.0,910.0,-1102.0
7.785,2067.0,910.0,-1102.0
7.786,2067.0,910.0,-1102.0
7.787,2067.0,910.0,-1102.0
7.832,2067.0,910.0,-1102.0
7.854,2067.0,910.0,-1102.0
7.858,2067.0,869.0,-1099.0
7.875,2067.0,869.0,-1099.0
7.876,2067.0,869.0,-1099.0
7.921,2067.0,869.0,-1099.0
7.929,2067.0,869.0,-1099.0
7.933,2066.0,864.0,-1111.0
7.966,2066.0,864.0,-1111.0
7.967,2066.0,864.0,-1111.0
8.008,2018.0,847.0,-1199.0
8.01,2018.0,847.0,-1199.0
8.011,2018.0,847.0,-1199.0
8.012,2018.0,847.0,-1199.0
8.042,2018.0,847.0,-1199.0
8.056,2018.0,847.0,-1199.0
8.056,2018.0,847.0,-1199.0
8.101,2018.0,847.0,-1199.0
8.102,2018.0,847.0,-1199.0
8.121,2012.0,852.0,-1193.0
8.145,2012.0,852.0,-1193.0
8.155,2012.0,852.0,-1193.0
8.191,2012.0,852.0,-1193.0
8.192,2012.0,852.0,-1193.0
8.229,2012.0,852.0,-1193.0
8.232,2027.0,852.0,-1207.0
8.235,2027.0,852.0,-1207.0
8.236,2027.0,852.0,-1207.0
8.237,2027.0,852.0,-1207.0
8.287,2027.0,852.0,-1207.0
8.288,2027.0,852.0,-1207.0
8.308,2030.0,829.0,-1254.0
8.326,2030.0,829.0,-1254.0
8.327,2030.0,829.0,-1254.0
8.341,2030.0,829.0,-1254.0
8.416,2030.0,829.0,-1254.0
8.417,2030.0,829.0,-1254.0
8.42,2040.0,810.0,-1247.0
8.454,2040.0,810.0,-1247.0
8.461,2040.0,810.0,-1247.0
8.462,2040.0,810.0,-1247.0
8.505,2040.0,810.0,-1247.0
8.506,2040.0,810.0,-1247.0
8.533,2030.0,809.0,-1242.0
8.551,2030.0,809.0,-1242.0
8.552,2030.0,809.0,-1242.0
8.566,2030.0,809.0,-1242.0
8.596,2030.0,809.0,-1242.0
8.597,2030.0,809.0,-1242.0
8.608,2022.0,792.0,-1245.0
8.64,2022.0,792.0,-1245.0
8.641,2022.0,792.0,-1245.0
8.679,2022.0,792.0,-1245.0
8.686,2022.0,792.0,-1245.0
8.687,2022.0,792.0,-1245.0
8.72,2029.0,775.0,-1222.0
8.731,2029.0,775.0,-1222.0
8.775,2029.0,775.0,-1222.0
8.776,2029.0,775.0,-1222.0
8.792,2029.0,775.0,-1222.0
8.82,2029.0,775.0,-1222.0
8.821,2029.0,775.0,-1222.0
8.833,2021.0,763.0,-1246.0
8.865,2021.0,763.0,-1246.0
8.866,2021.0,763.0,-1246.0
8.904,2021.0,763.0,-1246.0
8.907,2038.0,752.0,-1220.0
8.911,2038.0,752.0,-1220.0
8.941,2038.0,752.0,-1220.0
8.955,2038.0,752.0,-1220.0
9.001,2038.0,752.0,-1220.0
9.004,2038.0,752.0,-1220.0
9.02,2043.0,742.0,-1212.0
9.046,2043.0,742.0,-1212.0
9.054,2043.0,742.0,-1212.0
9.091,2043.0,742.0,-1212.0
9.092,2043.0,742.0,-1212.0
9.129,2043.0,742.0,-1212.0
9.133,2047.0,729.0,-1165.0
9.135,2047.0,729.0,-1165.0
9.136,2047.0,729.0,-1165.0
9.18,2047.0,729.0,-1165.0
9.181,2047.0,729.0,-1165.0
9.208,2050.0,715.0,-1141.0
9.226,2050.0,715.0,-1141.0
9.227,2050.0,715.0,-1141.0
9.228,2050.0,715.0,-1141.0
9.242,2050.0,715.0,-1141.0
9.27,2050.0,715.0,-1141.0
9.271,2050.0,715.0,-1141.0
9.32,2061.0,714.0,-1104.0
9.333,2061.0,714.0,-1104.0
9.354,2061.0,714.0,-1104.0
9.361,2061.0,714.0,-1104.0
9.405,2061.0,714.0,-1104.0
9.406,2061.0,714.0,-1104.0
9.429,2061.0,714.0,-1104.0
9.433,2096.0,707.0,-1037.0
9.45,2096.0,707.0,-1037.0
9.451,2096.0,707.0,-1037.0
9.497,2096.0,707.0,-1037.0
9.497,2096.0,707.0,-1037.0
9.508,2110.0,695.0,-1022.0
9.541,2110.0,695.0,-1022.0
9.585,2110.0,695.0,-1022.0
9.586,2110.0,695.0,-1022.0
9.62,2104.0,696.0,-1040.0
9.631,2104.0,696.0,-1040.0
9.632,2104.0,696.0,-1040.0
9.72,2104.0,696.0,-1040.0
9.721,2104.0,696.0,-1040.0
9.722,2104.0,696.0,-1040.0
9.729,2104.0,696.0,-1040.0
9.73,2104.0,696.0,-1040.0
9.732,2098.0,693.0,-1058.0
9.766,2098.0,693.0,-1058.0
9.767,2098.0,693.0,-1058.0
9.808,2095.0,676.0,-1053.0
9.811,2095.0,676.0,-1053.0
9.842,2095.0,676.0,-1053.0
9.856,2095.0,676.0,-1053.0
9.857,2095.0,676.0,-1053.0
9.901,2095.0,676.0,-1053.0
9.902,2095.0,676.0,-1053.0
9.92,2093.0,675.0,-1049.0
9.946,2093.0,675.0,-1049.0
9.947,2093.0,675.0,-1049.0
9.954,2093.0,675.0,-1049.0
9.991,2093.0,675.0,-1049.0
9.992,2093.0,675.0,-1049.0
10.029,2093.0,675.0,-1049.0
10.032,2087.0,688.0,-1050.0
10.035,2087.0,688.0,-1050.0
10.036,2087.0,688.0,-1050.0
10.081,2087.0,688.0,-1050.0
10.108,2088.0,685.0,-1036.0
10.125,2088.0,685.0,-1036.0
10.126,2088.0,685.0,-1036.0
10.127,2088.0,685.0,-1036.0
10.142,2088.0,685.0,-1036.0
10.172,2088.0,685.0,-1036.0
10.215,2088.0,685.0,-1036.0
10.216,2088.0,685.0,-1036.0
10.22,2085.0,674.0,-1007.0
10.254,2085.0,674.0,-1007.0
10.305,2085.0,674.0,-1007.0
10.329,2085.0,674.0,-1007.0
10.333,2094.0,686.0,-992.0
10.388,2094.0,686.0,-992.0
10.408,2092.0,703.0,-998.0
10.441,2092.0,703.0,-998.0
10.442,2092.0,703.0,-998.0
10.479,2092.0,703.0,-998.0
10.52,2094.0,695.0,-978.0
10.53,2094.0,695.0,-978.0
10.531,2094.0,695.0,-978.0
10.554,2094.0,695.0,-978.0
10.576,2094.0,695.0,-978.0
10.629,2094.0,695.0,-978.0
10.633,2098.0,686.0,-977.0
10.666,2098.0,686.0,-977.0
10.668,2098.0,686.0,-977.0
10.707,2086.0,693.0,-994.0
10.711,2086.0,693.0,-994.0
10.712,2086.0,693.0,-994.0
10.741,2086.0,693.0,-994.0
10.82,2081.0,699.0,-1005.0
10.854,2081.0,699.0,-1005.0
10.896,2081.0,699.0,-1005.0
10.897,2081.0,699.0,-1005.0
10.898,2081.0,699.0,-1005.0
10.899,2081.0,699.0,-1005.0
10.929,2081.0,699.0,-1005.0
10.933,2079.0,687.0,-1025.0
10.936,2079.0,687.0,-1025.0
10.937,2079.0,687.0,-1025.0
10.98,2079.0,687.0,-1025.0
10.981,2079.0,687.0,-1025.0
11.007,2079.0,695.0,-1020.0
11.042,2079.0,695.0,-1020.0
11.116,2079.0,695.0,-1020.0
11.12,2078.0,684.0,-1033.0
11.162,2078.0,684.0,-1033.0
11.162,2078.0,684.0,-1033.0
11.205,2078.0,684.0,-1033.0
11.206,2078.0,684.0,-1033.0
11.231,2078.0,684.0,-1033.0
11.231,2078.0,684.0,-1033.0
11.232,2072.0,683.0,-1028.0
11.251,2072.0,683.0,-1028.0
11.295,2072.0,683.0,-1028.0
11.296,2072.0,683.0,-1028.0
11.308,2075.0,679.0,-1002.0
11.341,2075.0,679.0,-1002.0
11.341,2075.0,679.0,-1002.0
11.342,2075.0,679.0,-1002.0
11.386,2075.0,679.0,-1002.0
11.387,2075.0,679.0,-1002.0
11.43,2075.0,679.0,-1002.0
11.431,2075.0,679.0,-1002.0
11.454,2075.0,679.0,-1002.0
11.475,2075.0,679.0,-1002.0
11.476,2075.0,679.0,-1002.0
11.495,2074.0,662.0,-994.0
11.533,2080.0,663.0,-975.0
11.566,2080.0,663.0,-975.0
11.567,2080.0,663.0,-975.0
11.568,2080.0,663.0,-975.0
11.569,2080.0,663.0,-975.0
11.608,2080.0,659.0,-993.0
11.611,2080.0,659.0,-993.0
11.642,2080.0,659.0,-993.0
11.655,2080.0,659.0,-993.0
11.656,2080.0,659.0,-993.0
11.704,2080.0,659.0,-993.0
11.704,2080.0,659.0,-993.0
11.72,2077.0,639.0,-1015.0
11.754,2077.0,639.0,-1015.0
11.761,2077.0,639.0,-1015.0
11.79,2077.0,639.0,-1015.0
11.791,2077.0,639.0,-1015.0
11.792,2077.0,639.0,-1015.0
11.829,2077.0,639.0,-1015.0
11.832,2062.0,625.0,-1026.0
11.836,2062.0,625.0,-1026.0
11.927,2062.0,625.0,-1026.0
11.928,2062.0,625.0,-1026.0
11.933,2062.0,625.0,-1026.0
11.942,2062.0,625.0,-1026.0
11.946,2067.0,621.0,-1041.0
11.971,2067.0,621.0,-1041.0
11.972,2067.0,621.0,-1041.0
12.015,2067.0,621.0,-1041.0
12.02,2067.0,630.0,-1025.0
12.054,2067.0,630.0,-1025.0
12.06,2067.0,630.0,-1025.0
12.061,2067.0,630.0,-1025.0
12.062,2067.0,630.0,-1025.0
12.105,2067.0,630.0,-1025.0
12.106,2067.0,630.0,-1025.0
12.107,2067.0,630.0,-1025.0
12.13,2067.0,630.0,-1025.0
